18.02,0.1069907693,64.5640303648,1,1.9E-31,1.9E-31,0.00000019
10.811,0.174079903,39.6815207276,2.37,5.24E-27,1.24188E-26,0.0124188
12.0107,0.1576360562,43.820909044,2,5.51E-27,1.102E-26,0.01102
22.99,0.0845246888,81.7247052986,0.968,3.28E-27,3.17504E-27,0.00317504
238.03,0.0083788186,824.4306991021,18.9,8.91E-27,1.68399E-25,0.168399
